"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence","Skiller_Pure","number_of_99s","number_of_120s"
"Ghandikus",2523,99,99,99,99,99,95,89,80,84,81,82,87,81,90,84,99,85,99,100,98,81,97,80,96,80,82,94,84,243965739,1,0,0,0,0,0,0,0,0,7,0
"SigIlelksaw",1791,99,99,99,99,99,80,99,68,71,45,74,70,66,60,65,40,42,42,58,47,61,20,60,56,87,44,1,40,104357736,1,0,0,0,0,0,0,0,0,6,0
"LON33R_JOHNY",2834,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,110,102,99,99,99,99,120,99,120,99,873587515,1,0,0,0,0,0,0,0,0,23,2
"Undead+Raver",2829,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,110,103,99,99,99,99,102,99,120,104,878798969,1,0,0,0,0,0,0,0,0,22,1
"timg49",2761,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,101,99,99,99,96,99,99,103,86,499029221,1,0,0,0,0,0,0,0,0,23,0
"Tilty+Wheels",2553,99,99,99,99,99,99,99,99,92,95,90,99,88,90,99,99,98,99,100,99,99,92,86,99,91,91,34,21,349247661,1,0,0,0,0,0,0,0,0,15,0
"King+Ross24",1997,99,99,99,99,82,99,99,71,77,73,64,71,58,74,67,72,65,68,81,59,66,58,71,77,91,56,1,1,107072542,1,0,0,0,0,0,0,0,0,6,0
"Pkko",2274,99,99,99,99,99,99,99,69,75,85,68,99,89,80,75,76,76,70,88,68,66,70,66,75,79,81,72,54,155861326,2,0,0,0,0,0,0,0,0,8,0
"Moria+Dragon",2810,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,100,102,99,99,99,99,111,99,120,99,840991530,1,0,0,0,0,0,0,0,0,23,1
"So+Far+Away",2763,99,99,99,99,99,99,99,99,98,99,99,99,99,99,99,99,99,99,98,103,98,99,99,99,98,99,97,92,425609288,1,0,0,0,0,0,0,0,0,21,0
"Tbsbs",2827,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,110,101,99,99,99,99,111,99,120,102,797830901,1,0,0,0,0,0,0,0,0,22,1
"Adam+Jnr",2819,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,99,99,104,107,99,99,99,99,100,99,120,102,668609969,1,0,0,0,0,0,0,0,0,22,1
"Hellkid+Zero",2812,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,99,103,99,99,99,99,108,99,120,99,801962311,1,0,0,0,0,0,0,0,0,24,1
"Sir+Kingly3",2647,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,93,79,99,79,99,99,99,99,99,52,67,342359196,1,0,0,0,0,0,0,0,0,23,0
"of+Kaneohe",2356,99,99,99,99,99,99,99,79,77,75,77,66,83,99,76,96,81,75,94,69,62,65,87,99,80,80,84,59,203685834,2,0,0,0,0,0,0,0,0,9,0
"Snizz+Lord",1879,99,99,99,99,66,75,99,61,99,99,56,99,60,70,61,62,53,60,64,38,50,51,64,69,72,41,1,1,119290770,2,0,0,0,0,0,0,0,0,8,0
"10bobyzal",2806,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,109,99,99,112,102,99,99,99,99,103,99,103,99,550424060,1,0,0,0,0,0,0,0,0,23,0
"Hock98411ey",1770,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,99,1,1,1,120,1,1,20,483080274,1,0,0,0,0,0,0,0,0,16,1
"G_Tharp",2815,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,120,120,791699528,1,0,0,0,0,0,0,0,0,25,2
"HawtFauxHawk",2635,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,87,99,72,1,442774670,1,0,0,0,0,0,0,0,0,25,0
"S18",2628,99,99,99,99,99,99,99,99,95,99,99,99,99,99,99,102,90,84,101,96,91,94,99,99,90,87,113,1,438107928,1,0,0,0,0,0,0,0,0,16,0
"PopeBaraja",2617,99,99,99,99,99,99,99,93,93,99,94,99,99,99,99,108,93,84,97,99,79,88,86,99,87,94,80,55,332134558,1,0,0,0,0,0,0,0,0,14,0
"Zealous1",1942,99,99,99,99,99,92,99,84,75,73,56,53,56,75,67,73,74,67,69,40,58,52,46,63,86,52,1,36,125884958,2,0,0,0,0,0,0,0,0,6,0
"Stenni",2322,99,99,99,99,92,99,99,99,92,94,90,99,81,79,75,99,91,69,85,62,81,99,82,88,91,72,1,1,200915814,2,0,0,0,0,0,0,0,0,10,0
"Caitelyn",2743,99,93,90,99,99,99,99,94,99,99,99,99,99,99,99,101,99,99,105,100,99,99,99,99,97,92,94,95,385653104,1,0,0,0,0,0,0,0,0,18,0
"DeliMeat",2617,99,99,99,99,99,99,99,96,99,99,90,99,99,99,99,99,99,98,101,99,99,94,97,99,93,93,53,20,345198253,1,0,0,0,0,0,0,0,0,18,0
"lucaxd",2794,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,101,105,99,99,99,99,104,99,100,100,494466516,1,0,0,0,0,0,0,0,0,22,0
"7SaucyTacos",2830,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,120,103,99,99,99,99,104,99,120,104,893370518,1,0,0,0,0,0,0,0,0,22,2
"Godsprince",2781,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,99,99,99,99,99,105,423033969,1,0,0,0,0,0,0,0,0,26,0
"stankyleg878",2201,99,99,99,99,91,99,99,76,69,79,65,76,82,99,72,53,66,68,93,54,57,79,77,99,72,80,53,47,145544015,2,0,0,0,0,0,0,0,0,8,0
"Pizzabuns",2302,99,99,99,99,99,93,99,66,75,70,67,64,82,83,85,91,78,82,90,99,53,53,76,75,91,80,85,70,196534029,2,0,0,0,0,0,0,0,0,7,0
"epiclykirsty",2816,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,102,101,99,99,99,99,111,99,111,109,638879465,1,0,0,0,0,0,0,0,0,22,0
"1st+Assault",2585,99,99,99,99,99,99,99,80,84,99,77,99,99,99,80,99,85,81,99,74,74,80,76,99,96,93,120,99,567141698,1,0,0,0,0,0,0,0,0,15,1
"Mikds901",2582,99,99,99,99,80,87,85,89,94,99,88,97,93,99,99,84,93,88,100,81,81,86,92,82,100,99,106,84,289091524,1,0,0,0,0,0,0,0,0,8,0
"Akialu",2859,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,109,108,99,99,99,99,107,99,117,120,819795305,1,0,0,0,0,0,0,0,0,22,2
"Xurai",2424,99,99,99,99,89,99,87,86,99,85,87,97,86,99,88,101,99,82,87,88,99,76,82,99,83,83,46,1,214264375,1,0,0,0,0,0,0,0,0,10,0
"Wizzybiz",2547,99,99,99,99,96,94,99,95,92,91,99,99,88,99,99,81,88,99,105,77,90,77,80,80,103,95,67,58,308741423,1,0,0,0,0,0,0,0,0,10,0
"Toxicwhitey",2838,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,104,107,99,99,99,99,117,99,111,120,679303114,1,0,0,0,0,0,0,0,0,22,1
"Ken+Hoon",2861,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,113,99,99,109,114,99,99,99,99,108,99,120,119,796200120,1,0,0,0,0,0,0,0,0,22,1
"iMalice303",2598,99,99,99,99,99,99,99,80,99,99,99,87,91,91,82,91,86,86,104,73,76,91,90,99,85,90,103,103,302310288,1,0,0,0,0,0,0,0,0,11,0
"Captain534",2843,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,114,99,99,115,102,99,99,99,99,105,99,118,111,810375328,1,0,0,0,0,0,0,0,0,22,0
"Blanc+Wolf",2576,99,99,99,99,99,99,99,99,99,99,93,99,99,99,99,114,95,80,98,82,89,82,99,99,83,99,37,40,381353794,1,0,0,0,0,0,0,0,0,17,0
"Mournful+One",1945,99,95,87,94,84,70,99,99,99,99,99,99,69,71,62,47,53,58,68,65,47,71,73,57,55,24,1,1,133978514,2,0,0,0,0,0,0,0,0,7,0
"Slayer+Syrus",2291,99,99,99,99,99,92,99,91,99,85,86,85,80,80,80,85,80,99,93,82,97,82,80,89,69,61,1,1,195822264,2,0,0,0,0,0,0,0,0,8,0
"Fera+Dragon",2842,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,109,108,99,99,99,99,117,99,115,110,753611691,1,0,0,0,0,0,0,0,0,22,0
"llamo",2887,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,117,99,99,99,99,112,99,120,120,1371032099,1,0,0,0,0,0,0,0,0,22,4
"Evil+Kaleb",2620,99,99,99,99,99,99,99,99,97,99,91,99,95,99,99,99,90,94,103,93,85,92,90,99,95,91,62,56,330177868,1,0,0,0,0,0,0,0,0,14,0
"Boberita",2597,99,99,99,99,99,99,99,89,94,91,88,96,99,99,86,101,99,99,106,93,79,99,99,99,86,99,1,102,331886269,1,0,0,0,0,0,0,0,0,15,0
"2square58",2700,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,107,99,99,99,99,99,107,99,99,1,653742110,1,0,0,0,0,0,0,0,0,24,0
"z_j",2852,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,118,100,99,99,99,99,108,99,120,108,1177363726,1,0,0,0,0,0,0,0,0,22,2
"EvlKittyGang",2786,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,109,99,91,90,99,99,99,99,120,95,725599294,1,0,0,0,0,0,0,0,0,22,1
"HC+Ahrim+xX",2764,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,96,103,104,90,99,99,99,90,94,110,96,533592668,1,0,0,0,0,0,0,0,0,19,0
"Andrey",2782,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,100,99,99,99,99,100,99,103,99,472180646,1,0,0,0,0,0,0,0,0,24,0
"afkatm",2818,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,104,111,99,99,99,99,109,99,108,107,795515197,1,0,0,0,0,0,0,0,0,22,0
"Sjdjdjdjdjdj",2042,99,99,99,99,96,75,99,99,85,99,81,71,71,65,78,69,63,72,86,62,88,83,70,74,56,1,1,1,138854224,2,0,0,0,0,0,0,0,0,7,0
"Bier+Haha",2304,99,99,99,99,95,99,92,76,99,99,79,75,83,80,81,93,82,72,93,71,70,80,79,90,80,81,58,1,165914722,2,0,0,0,0,0,0,0,0,7,0
"xROBYM_HOODx",2453,99,99,99,99,99,99,81,86,88,99,99,99,85,88,99,79,77,99,70,93,92,99,99,99,93,99,35,1,312880756,1,0,0,0,0,0,0,0,0,15,0
"LJeNkInZ+II",2268,99,98,99,99,99,95,99,90,78,99,99,99,98,88,80,99,71,75,92,77,99,80,75,96,81,1,1,1,226771102,1,0,0,0,0,0,0,0,0,10,0
"Ele+V",2746,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,106,103,99,99,99,99,103,99,104,51,561241770,1,0,0,0,0,0,0,0,0,22,0
"Cow+Poo",2766,99,99,99,99,99,99,99,99,92,99,99,99,99,99,99,101,99,99,100,99,92,99,99,99,95,89,120,97,692424211,1,0,0,0,0,0,0,0,0,20,1
"Rug97",2413,99,99,99,99,99,99,99,80,80,80,99,80,81,99,90,99,90,80,90,75,80,80,90,80,90,80,43,54,184730231,2,0,0,0,0,0,0,0,0,10,0
"Amaro+sz",2659,99,99,99,99,99,99,99,99,99,99,85,99,99,99,99,105,93,99,99,85,99,99,99,91,96,99,97,27,698686646,1,0,0,0,0,0,0,0,0,20,0
"False+Felony",2832,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,101,107,99,99,99,99,101,99,120,120,1146199234,1,0,0,0,0,0,0,0,0,22,2
"YaBoyMikeeyy",1647,99,99,99,99,99,93,99,71,56,95,63,56,46,78,51,23,52,67,51,1,51,23,75,60,30,1,1,1,103586422,1,0,0,0,0,0,0,0,0,6,0
"Bamffs",2272,99,99,99,99,99,75,98,94,99,63,99,84,83,80,89,83,83,61,99,33,99,65,51,80,89,80,32,58,211791725,1,0,0,0,0,0,0,0,0,9,0
"salts+magee",2495,99,99,99,99,99,99,99,83,90,72,82,86,84,90,77,99,82,71,100,74,62,69,76,99,99,90,118,99,484427034,1,0,0,0,0,0,0,0,0,11,0
"Mymonster7",2783,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,100,99,99,99,99,99,101,99,109,92,529591070,1,0,0,0,0,0,0,0,0,23,0
"Sierra+Madre",2181,99,99,99,99,99,95,97,80,82,80,73,83,76,80,78,68,79,73,84,68,72,70,78,92,99,77,1,1,149649033,2,0,0,0,0,0,0,0,0,6,0
"Skatercoops",2526,99,99,99,99,99,99,99,99,99,99,90,99,89,99,91,99,83,99,90,75,74,75,78,96,78,87,71,63,253632331,1,0,0,0,0,0,0,0,0,14,0
"Irlow",2823,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,101,101,99,99,99,99,108,99,120,114,746570197,1,0,0,0,0,0,0,0,0,22,1
"BigKerfuffle",2620,99,99,99,99,99,99,99,99,99,98,99,99,90,98,99,99,99,99,104,90,83,93,99,99,99,91,66,25,366584436,1,0,0,0,0,0,0,0,0,18,0
"Hangmat",2615,99,99,99,99,99,99,99,80,83,85,84,99,86,99,82,99,90,99,99,108,86,99,80,99,101,83,99,82,365781684,1,0,0,0,0,0,0,0,0,15,0
"A+Platy",2521,99,99,99,99,99,96,99,99,99,99,99,99,99,99,99,82,85,99,92,72,77,94,76,97,79,99,85,1,291977018,1,0,0,0,0,0,0,0,0,16,0
"Al+Bundy+33",2875,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,110,117,99,99,99,99,120,99,120,110,880326918,1,0,0,0,0,0,0,0,0,22,3
"Zeyrilium",2498,99,99,99,99,99,97,99,81,90,84,81,99,82,82,78,97,77,71,98,65,69,81,78,99,94,99,84,118,329393566,1,0,0,0,0,0,0,0,0,9,0
"Lejit",2789,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,106,103,99,99,99,99,99,99,99,99,475486000,1,0,0,0,0,0,0,0,0,25,0
"Devyll",1984,99,99,99,99,99,92,70,80,99,90,73,85,84,76,80,42,62,63,55,38,85,86,53,67,86,19,1,1,129086417,2,0,0,0,0,0,0,0,0,6,0
"LilKat1004",2790,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,114,99,99,99,109,99,99,99,99,100,99,100,90,616117969,1,0,0,0,0,0,0,0,0,23,0
"Pid+Prophet",1999,99,99,99,99,99,99,99,80,61,61,69,62,66,73,68,95,64,68,80,62,53,61,60,78,83,60,1,1,142339904,2,0,0,0,0,0,0,0,0,7,0
"Max+Cape+Son",2815,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,105,100,99,99,99,99,105,99,111,109,575497499,1,0,0,0,0,0,0,0,0,22,0
"Simster248p",2809,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,120,99,99,99,99,99,99,112,99,624557553,1,0,0,0,0,0,0,0,0,25,1
"iBeJaik",2708,99,99,99,99,99,99,99,99,91,97,87,98,98,93,90,99,97,99,108,89,89,99,97,99,92,90,102,102,469861096,1,0,0,0,0,0,0,0,0,12,0
"Zarok+Aleon",2757,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,103,102,99,99,99,99,120,99,109,45,761824065,1,0,0,0,0,0,0,0,0,22,1
"Downzey",2821,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,102,101,99,99,99,99,120,99,120,100,1254856688,1,0,0,0,0,0,0,0,0,22,2
"Puggydrmwvr",2707,99,99,99,99,95,99,97,99,92,95,99,99,99,99,99,105,93,93,95,103,99,90,93,99,90,90,90,99,367728168,1,0,0,0,0,0,0,0,0,14,0
"l+Flexin+l",2736,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,104,99,99,99,99,99,99,99,115,41,471640147,1,0,0,0,0,0,0,0,0,24,0
"Aerhys",2813,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,110,99,99,99,99,113,99,106,105,645885071,1,0,0,0,0,0,0,0,0,23,0
"Qethsegol",2810,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,101,114,99,99,99,99,102,99,105,106,525275702,1,0,0,0,0,0,0,0,0,22,0
"Dr+Die411",2223,99,99,99,99,99,99,99,69,76,64,61,72,87,84,85,75,71,73,104,49,51,63,76,95,59,81,67,68,171079389,2,0,0,0,0,0,0,0,0,7,0
"katniss14",2652,99,99,99,99,89,93,92,99,99,99,99,99,99,99,99,99,94,99,99,93,99,99,92,89,99,91,53,84,324270016,1,0,0,0,0,0,0,0,0,18,0
"Uncivilsum",2599,99,93,99,99,99,99,93,99,99,99,99,99,99,99,92,99,99,99,96,100,92,99,99,96,90,90,74,1,325304429,1,0,0,0,0,0,0,0,0,17,0
"Pyrotiny",2703,99,99,99,99,99,99,99,99,99,95,99,99,99,99,99,99,99,99,102,101,87,90,91,99,92,99,112,52,414837653,1,0,0,0,0,0,0,0,0,19,0
"I+Okuz+I",2130,99,83,91,94,77,87,79,99,99,99,93,99,70,99,88,61,82,99,50,78,91,74,75,61,100,1,1,1,159027750,2,0,0,0,0,0,0,0,0,7,0
"Roughknight2",2751,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,103,99,99,99,99,99,99,69,99,491502001,1,0,0,0,0,0,0,0,0,25,0
"UAU",2794,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,103,101,99,99,99,99,103,99,102,105,556833514,1,0,0,0,0,0,0,0,0,22,0
"Kira1975",2775,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,409276367,1,0,0,0,0,0,0,0,0,27,0
"6thTails",2619,99,99,99,99,99,99,89,99,99,99,99,99,99,99,99,99,99,72,81,94,69,99,99,99,82,90,69,92,310818686,1,0,0,0,0,0,0,0,0,19,0
"GhostToastie",2695,99,99,99,99,99,99,99,99,96,99,99,99,99,99,99,99,99,99,101,87,99,99,85,99,99,99,89,59,359572588,1,0,0,0,0,0,0,0,0,22,0
"MrJollyX",2448,99,99,99,99,99,99,99,62,76,53,80,82,99,99,75,99,99,70,78,86,52,54,75,99,99,99,120,99,347169412,1,0,0,0,0,0,0,0,0,15,1
"foREVerSyn",2754,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,101,99,99,99,99,99,115,99,110,50,607158140,1,0,0,0,0,0,0,0,0,23,0
"Mr++Silver1",1985,99,99,99,99,73,82,78,99,99,64,81,99,99,79,71,56,61,72,51,69,44,93,99,48,48,22,1,1,141998173,2,0,0,0,0,0,0,0,0,9,0
"SaucePapi69",2229,99,99,99,99,99,99,99,71,69,66,83,99,80,80,66,67,91,67,87,59,71,69,81,99,80,80,45,26,179872910,2,0,0,0,0,0,0,0,0,9,0
"RooR+Tech",2338,99,99,99,99,99,99,99,99,99,99,82,99,99,84,70,99,80,70,99,99,62,61,80,99,100,63,1,1,303406564,1,0,0,0,0,0,0,0,0,16,0
"Onyxcrest",2811,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,104,100,99,99,99,99,99,99,120,103,663854946,1,0,0,0,0,0,0,0,0,23,1
"Admiral+Tits",2040,99,70,99,99,99,99,99,80,75,71,65,84,71,73,65,97,73,66,82,61,67,60,71,96,93,17,1,1,141290311,2,0,0,0,0,0,0,0,0,6,0
"Manfishtuco",2586,99,99,99,99,99,99,99,91,89,98,94,90,94,91,95,101,99,74,97,87,77,84,90,99,87,86,89,81,289640483,1,0,0,0,0,0,0,0,0,9,0
"Sintaroth",2891,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,113,120,99,99,99,99,120,99,120,120,951939716,1,0,0,0,0,0,0,0,0,22,5
"Xho11ywoodx",2622,99,99,99,99,99,93,99,99,99,99,99,99,98,99,99,97,96,94,96,100,94,94,92,99,91,91,99,1,360173173,1,0,0,0,0,0,0,0,0,15,0
"MrL34CH",2353,99,99,99,99,99,99,94,64,90,96,90,81,83,82,80,99,82,84,94,75,68,81,78,99,85,82,67,1,220803527,1,0,0,0,0,0,0,0,0,8,0
"Bamidele",2629,99,99,99,99,99,99,99,88,90,93,99,99,99,99,99,99,95,85,99,83,86,94,84,99,99,97,81,69,317924707,1,0,0,0,0,0,0,0,0,16,0
"Dosy",2785,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,100,101,99,99,99,99,101,99,103,100,636029807,1,0,0,0,0,0,0,0,0,22,0
"RoD+Demon",2379,99,99,99,99,99,99,99,70,73,76,70,76,81,87,80,94,90,72,90,78,77,71,75,99,81,80,90,76,192631870,2,0,0,0,0,0,0,0,0,8,0
"Mac+Ceht",2699,99,99,99,99,99,96,99,99,99,99,99,99,99,99,99,93,99,99,100,99,92,99,99,91,90,99,79,78,377849423,1,0,0,0,0,0,0,0,0,20,0
"felicakes",2407,99,99,99,99,99,96,99,82,83,84,84,76,91,99,99,97,83,74,97,77,60,76,77,89,85,82,62,60,218119923,1,0,0,0,0,0,0,0,0,8,0
"xXMattPwnzXx",2839,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,111,100,99,99,99,99,104,99,120,120,683830873,1,0,0,0,0,0,0,0,0,22,2
"Stratistix",2241,51,1,99,99,99,75,99,83,91,91,86,91,80,80,76,96,77,78,99,89,94,99,80,99,95,80,52,1,201263540,2,0,0,0,0,0,0,0,0,7,0
"Umiyo",2388,99,95,99,99,96,99,99,77,90,80,76,99,94,99,99,87,81,99,90,72,84,92,80,89,81,82,50,1,202822044,2,0,0,0,0,0,0,0,0,9,0
"A+Sticker",2197,99,99,99,99,99,99,99,99,83,55,62,99,77,99,75,72,99,99,51,88,47,86,99,99,54,59,1,1,229897312,1,0,0,0,0,0,0,0,0,14,0
"Crispest",2790,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,109,104,99,99,99,99,99,99,102,99,537546847,1,0,0,0,0,0,0,0,0,25,0
"Skilla1775",2772,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,109,108,99,99,99,99,99,99,105,73,480242396,1,0,0,0,0,0,0,0,0,23,0
"LegendX10",2520,99,99,99,99,99,99,99,99,83,99,76,99,99,99,84,99,99,99,99,70,71,99,99,99,78,82,51,44,282333025,1,0,0,0,0,0,0,0,0,19,0
"Oneills2",2422,99,99,99,99,99,93,99,69,99,99,99,78,99,99,99,97,92,78,99,49,64,99,75,75,75,99,32,60,244856655,1,0,0,0,0,0,0,0,0,15,0
"Jakelamotta",2482,99,99,99,99,99,99,99,99,92,99,99,99,91,99,99,99,92,88,100,75,75,92,84,95,86,81,44,1,266752648,1,0,0,0,0,0,0,0,0,14,0
"I+Max+Combat",2093,99,99,99,99,80,92,90,99,88,99,85,99,76,74,76,66,78,91,76,65,62,90,72,73,63,1,1,1,139213369,2,0,0,0,0,0,0,0,0,7,0
"Chiweewee",2525,99,99,99,99,99,99,99,80,85,85,76,99,83,82,99,99,85,99,90,99,78,99,83,99,90,87,70,65,270279618,1,0,0,0,0,0,0,0,0,14,0
"Stefan+701",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,103,111,99,99,99,99,109,99,120,99,715537452,1,0,0,0,0,0,0,0,0,23,2
"Soowut",2283,99,99,99,99,99,80,99,76,75,66,71,99,91,92,81,69,75,65,68,64,99,66,68,58,120,81,43,82,294407785,1,0,0,0,0,0,0,0,0,8,1
"Manswaggle",2355,99,99,99,99,98,99,99,84,74,77,79,81,92,88,80,91,93,82,99,84,71,87,88,76,88,80,25,44,174006730,2,0,0,0,0,0,0,0,0,7,0
"KlutZz",2714,99,99,99,99,99,99,99,99,97,99,99,99,99,99,99,103,99,91,99,107,90,95,99,99,99,99,101,50,432039951,1,0,0,0,0,0,0,0,0,20,0
"Sell+My+Pug",2891,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,116,99,99,99,99,120,99,117,120,950509518,1,0,0,0,0,0,0,0,0,22,4
"blood2weaver",2552,99,99,99,99,99,99,99,84,99,99,99,90,99,99,92,99,94,99,99,84,82,82,81,95,85,93,78,27,272797369,1,0,0,0,0,0,0,0,0,15,0
"insecure+pay",2872,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,117,99,99,110,120,99,99,99,99,107,99,120,120,1237656036,1,0,0,0,0,0,0,0,0,22,3
"Andsy",2374,99,99,99,99,99,95,99,90,90,90,94,95,81,85,87,92,80,80,94,90,83,83,90,96,97,87,1,1,212061882,1,0,0,0,0,0,0,0,0,6,0
"oHiiMJro",2499,99,99,99,99,99,99,99,77,82,85,86,82,92,88,85,99,83,76,107,82,85,78,81,99,91,82,111,55,372304716,1,0,0,0,0,0,0,0,0,9,0
"Astro+Pork",2430,99,99,99,99,99,99,99,83,80,74,74,99,86,90,99,99,84,99,83,73,74,74,79,81,78,83,74,71,199252597,2,0,0,0,0,0,0,0,0,11,0
"Jaxelicious",2639,99,99,99,99,99,99,99,99,99,99,99,99,99,99,85,99,99,99,103,85,83,94,99,99,84,99,77,48,349882632,1,0,0,0,0,0,0,0,0,20,0
"Gap+2100",2155,99,99,99,99,94,95,99,96,78,75,71,75,75,75,75,89,77,69,99,61,63,72,76,75,76,63,1,30,147853455,2,0,0,0,0,0,0,0,0,6,0
"Destyor11",2824,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,113,108,99,99,99,99,101,99,120,104,543971741,1,0,0,0,0,0,0,0,0,22,1
"Chosen+Wrex",2785,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,101,100,99,99,99,99,99,99,107,100,520314332,1,0,0,0,0,0,0,0,0,23,0
"Cabin+Boy",2349,99,99,99,99,99,99,99,99,76,87,76,99,83,80,75,88,86,67,87,83,75,72,78,89,82,80,83,1,190337415,2,0,0,0,0,0,0,0,0,9,0
"owl8alex",2359,99,99,99,99,99,98,96,99,88,91,99,92,80,92,82,99,79,83,93,87,89,77,77,92,93,76,1,1,209630292,1,0,0,0,0,0,0,0,0,8,0
"Polyy+RS",2426,99,99,99,99,99,99,99,58,78,78,63,99,97,99,99,103,81,70,99,61,65,61,77,99,99,81,103,63,471563778,1,0,0,0,0,0,0,0,0,13,0
"Milv",2843,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,101,120,99,99,99,99,120,99,120,103,851355436,1,0,0,0,0,0,0,0,0,22,3
"StinkyLynks",2801,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,106,104,99,99,99,99,99,99,112,101,508401064,1,0,0,0,0,0,0,0,0,23,0
"Trinks",2603,99,99,99,99,93,95,99,99,92,99,99,90,96,92,99,99,93,99,97,92,93,90,96,93,94,99,109,1,385395870,1,0,0,0,0,0,0,0,0,12,0
"x+Bryce+x",2113,99,90,99,99,87,71,99,81,99,99,95,99,68,71,77,83,71,63,69,58,68,76,51,76,99,64,1,1,147748804,2,0,0,0,0,0,0,0,0,8,0
